epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,9108.35,1.50997,2.05492,0.36574,0.59345,0.29708,0.31846,0.23738,1.79604,5.7524,0.38808,0.00471526,0.00471526,0.00471526
108,9191.57,1.51354,2.05953,0.36443,0.59696,0.29499,0.31921,0.23749,1.80128,5.79652,0.38769,0.00466541,0.00466541,0.00466541
109,9274.41,1.50039,2.03455,0.36449,0.55301,0.31154,0.32314,0.24068,1.79543,5.7355,0.38727,0.00461555,0.00461555,0.00461555
110,9357.91,1.4995,2.03431,0.36484,0.59495,0.29732,0.32087,0.2392,1.79566,5.751,0.38694,0.0045657,0.0045657,0.0045657
111,9441.76,1.48598,1.99245,0.36288,0.59242,0.293,0.32237,0.24173,1.78743,5.68772,0.38689,0.00451584,0.00451584,0.00451584
112,9525.25,1.51032,2.01762,0.36395,0.58902,0.29267,0.32052,0.24084,1.78499,5.69618,0.38666,0.00446598,0.00446598,0.00446598
113,9608.25,1.50237,1.99217,0.36432,0.53342,0.30721,0.31852,0.23863,1.79437,5.73487,0.3873,0.00441613,0.00441613,0.00441613
114,9692.09,1.4813,1.96737,0.36162,0.61862,0.29409,0.31986,0.24032,1.79322,5.70526,0.38695,0.00436627,0.00436627,0.00436627
115,9775.31,1.50135,1.9833,0.36262,0.58916,0.29761,0.32024,0.23969,1.7873,5.71971,0.38677,0.00431642,0.00431642,0.00431642
116,9858.21,1.48733,1.99252,0.36178,0.58144,0.30195,0.32544,0.2424,1.79814,5.70738,0.38779,0.00426656,0.00426656,0.00426656
117,9941.27,1.48202,1.97615,0.36156,0.57579,0.2984,0.32064,0.2402,1.78976,5.72143,0.3871,0.0042167,0.0042167,0.0042167
118,10024.1,1.47876,1.96261,0.36133,0.57193,0.30352,0.32288,0.24105,1.78715,5.71109,0.38772,0.00416685,0.00416685,0.00416685
119,10107.3,1.45999,1.94463,0.3593,0.60828,0.29604,0.32367,0.24158,1.79633,5.72468,0.38944,0.00411699,0.00411699,0.00411699
120,10190.5,1.46804,1.93723,0.36064,0.61302,0.29913,0.32607,0.24354,1.79331,5.72192,0.38867,0.00406714,0.00406714,0.00406714
121,10274,1.4759,1.92921,0.36197,0.61828,0.30153,0.32714,0.24475,1.79374,5.69581,0.38848,0.00401728,0.00401728,0.00401728
122,10356.7,1.46157,1.93065,0.36135,0.60971,0.30178,0.32637,0.24441,1.78844,5.72864,0.38783,0.00396742,0.00396742,0.00396742
123,10440.5,1.46069,1.93622,0.36017,0.64426,0.29627,0.32531,0.24373,1.7845,5.68787,0.38768,0.00391757,0.00391757,0.00391757
124,10523.9,1.46448,1.90674,0.3603,0.6138,0.30805,0.32549,0.24197,1.77558,5.68104,0.38635,0.00386771,0.00386771,0.00386771
125,10606.9,1.45358,1.91626,0.35996,0.65285,0.30175,0.32749,0.24275,1.78009,5.68939,0.38647,0.00381786,0.00381786,0.00381786
126,10690.6,1.46812,1.9013,0.36009,0.64439,0.30307,0.32919,0.24502,1.78291,5.67503,0.38739,0.003768,0.003768,0.003768
127,10774.5,1.47024,1.91647,0.36188,0.61005,0.30597,0.32873,0.24638,1.77258,5.67685,0.38642,0.00371814,0.00371814,0.00371814
128,10857.8,1.43385,1.86801,0.3592,0.61762,0.30867,0.3286,0.24584,1.77445,5.71536,0.38562,0.00366829,0.00366829,0.00366829
129,10940.6,1.44472,1.87671,0.3585,0.61874,0.30652,0.32861,0.24536,1.7822,5.74362,0.38608,0.00361843,0.00361843,0.00361843
130,11023.9,1.43011,1.85917,0.35707,0.63446,0.30528,0.32955,0.24597,1.78529,5.75372,0.38647,0.00356858,0.00356858,0.00356858
131,11107.1,1.42099,1.84217,0.35708,0.62982,0.30923,0.33043,0.24597,1.77723,5.7488,0.38561,0.00351872,0.00351872,0.00351872
132,11189.9,1.44613,1.89171,0.36011,0.6226,0.30708,0.32947,0.2461,1.77324,5.77245,0.3857,0.00346886,0.00346886,0.00346886
133,11273.8,1.44249,1.84947,0.35803,0.61133,0.30881,0.32996,0.24619,1.78211,5.77727,0.38719,0.00341901,0.00341901,0.00341901
134,11356.6,1.42369,1.82887,0.35754,0.59797,0.31323,0.32909,0.24524,1.78968,5.75411,0.38796,0.00336915,0.00336915,0.00336915
135,11439.6,1.4285,1.84715,0.35766,0.60114,0.30986,0.33033,0.24628,1.78572,5.77613,0.38794,0.0033193,0.0033193,0.0033193
136,11522.5,1.41714,1.81751,0.35582,0.61492,0.30938,0.33051,0.24724,1.78951,5.78257,0.38858,0.00326944,0.00326944,0.00326944
137,11605.3,1.41337,1.81865,0.3565,0.62904,0.30579,0.32994,0.24752,1.78447,5.74057,0.38799,0.00321958,0.00321958,0.00321958
138,11688,1.40811,1.8172,0.35542,0.59802,0.31214,0.33049,0.24719,1.77994,5.71188,0.38729,0.00316973,0.00316973,0.00316973
139,11771.2,1.41593,1.82424,0.35623,0.58495,0.3153,0.33012,0.24756,1.77626,5.71826,0.38662,0.00311987,0.00311987,0.00311987
140,11854.4,1.41394,1.81047,0.35643,0.60389,0.30886,0.32923,0.24701,1.77909,5.73462,0.38678,0.00307002,0.00307002,0.00307002
141,11937.2,1.39601,1.79998,0.35468,0.57781,0.3153,0.3288,0.24694,1.78015,5.77691,0.38754,0.00302016,0.00302016,0.00302016
142,12020.4,1.37904,1.78011,0.35465,0.5963,0.31186,0.32973,0.24698,1.7768,5.77107,0.38746,0.0029703,0.0029703,0.0029703
143,12103.5,1.40168,1.791,0.355,0.57926,0.31499,0.32974,0.24698,1.77935,5.76843,0.38736,0.00292045,0.00292045,0.00292045
144,12187.4,1.38303,1.76737,0.35434,0.58281,0.31439,0.33085,0.24691,1.78067,5.76302,0.38728,0.00287059,0.00287059,0.00287059
145,12270.9,1.40326,1.77957,0.35382,0.62175,0.30687,0.33105,0.24677,1.77412,5.74575,0.38643,0.00282074,0.00282074,0.00282074
146,12358.2,1.39178,1.76433,0.35484,0.60553,0.31111,0.33017,0.2463,1.76876,5.74519,0.38545,0.00277088,0.00277088,0.00277088
147,12442.4,1.39165,1.76915,0.35377,0.62859,0.30954,0.33096,0.24645,1.77199,5.73537,0.38567,0.00272102,0.00272102,0.00272102
148,12525.5,1.39762,1.76831,0.35592,0.63489,0.30822,0.33161,0.24714,1.7739,5.71974,0.38572,0.00267117,0.00267117,0.00267117
149,12608.4,1.38806,1.75647,0.35302,0.61195,0.31451,0.33262,0.24749,1.77485,5.71258,0.38561,0.00262131,0.00262131,0.00262131
150,12692,1.38432,1.76918,0.35313,0.63227,0.30929,0.33294,0.24781,1.7727,5.71148,0.38545,0.00257146,0.00257146,0.00257146
151,12774.9,1.37966,1.7351,0.35322,0.64487,0.30797,0.33335,0.24832,1.77261,5.71354,0.38559,0.0025216,0.0025216,0.0025216
152,12858,1.37112,1.72969,0.35254,0.65804,0.30366,0.3339,0.24844,1.77483,5.71606,0.38618,0.00247174,0.00247174,0.00247174
153,12940.9,1.35533,1.69887,0.35154,0.67799,0.30121,0.33308,0.24833,1.77193,5.72643,0.38581,0.00242189,0.00242189,0.00242189
154,13023.8,1.37084,1.72458,0.35319,0.67643,0.30011,0.33161,0.24813,1.7694,5.73807,0.38568,0.00237203,0.00237203,0.00237203
155,13106.6,1.3691,1.71526,0.35033,0.67051,0.30269,0.33133,0.24788,1.76849,5.75259,0.38635,0.00232218,0.00232218,0.00232218
156,13189.7,1.37087,1.72365,0.35178,0.67232,0.30287,0.33126,0.24791,1.76649,5.76323,0.38601,0.00227232,0.00227232,0.00227232
157,13273,1.34928,1.69472,0.3503,0.67984,0.30189,0.33169,0.2479,1.76697,5.7753,0.38656,0.00222246,0.00222246,0.00222246
158,13356.1,1.35118,1.68583,0.35162,0.66545,0.30417,0.3322,0.24788,1.76864,5.77358,0.38679,0.00217261,0.00217261,0.00217261
159,13439.6,1.34309,1.68456,0.35128,0.59815,0.31666,0.33204,0.24787,1.77052,5.77983,0.38679,0.00212275,0.00212275,0.00212275
160,13523.2,1.35043,1.67723,0.34966,0.60847,0.31633,0.33264,0.24902,1.77024,5.78339,0.38642,0.0020729,0.0020729,0.0020729
161,13606.4,1.33873,1.67538,0.35121,0.62229,0.31337,0.33294,0.24921,1.77008,5.78777,0.38655,0.00202304,0.00202304,0.00202304
162,13689.8,1.33258,1.65219,0.34961,0.63512,0.31173,0.33329,0.24962,1.76912,5.78598,0.38619,0.00197318,0.00197318,0.00197318
163,13773.3,1.32662,1.66011,0.34904,0.66275,0.30745,0.33305,0.24964,1.77018,5.78362,0.38626,0.00192333,0.00192333,0.00192333
164,13856.7,1.33996,1.65309,0.34949,0.67083,0.30681,0.33335,0.24998,1.77016,5.7763,0.38625,0.00187347,0.00187347,0.00187347
165,13939.9,1.33687,1.66788,0.34957,0.6591,0.3074,0.33313,0.24988,1.77025,5.77729,0.38614,0.00182362,0.00182362,0.00182362
166,14023.4,1.32545,1.64735,0.34993,0.66772,0.30466,0.33295,0.24993,1.76919,5.78075,0.38598,0.00177376,0.00177376,0.00177376
167,14106.4,1.31744,1.65439,0.34941,0.6038,0.3153,0.33247,0.24975,1.77024,5.77985,0.38626,0.0017239,0.0017239,0.0017239
168,14189.6,1.33578,1.64626,0.34894,0.59823,0.31504,0.33248,0.24945,1.77111,5.77813,0.38624,0.00167405,0.00167405,0.00167405
169,14273.8,1.32873,1.64571,0.34976,0.58849,0.31541,0.33213,0.24925,1.77248,5.77568,0.38626,0.00162419,0.00162419,0.00162419
170,14357,1.30507,1.61899,0.34552,0.59554,0.31548,0.33263,0.24968,1.77183,5.77123,0.38637,0.00157434,0.00157434,0.00157434
171,14440.6,1.33327,1.65036,0.35036,0.6414,0.30779,0.33318,0.25002,1.77067,5.77419,0.38595,0.00152448,0.00152448,0.00152448
172,14525.1,1.32391,1.64602,0.34882,0.63581,0.3093,0.33308,0.25034,1.77317,5.77383,0.38645,0.00147462,0.00147462,0.00147462
173,14609,1.30846,1.60312,0.34817,0.64666,0.30715,0.33299,0.25033,1.77086,5.77135,0.38608,0.00142477,0.00142477,0.00142477
174,14692.3,1.30854,1.60013,0.34665,0.61094,0.31387,0.33329,0.25046,1.76979,5.7722,0.3859,0.00137491,0.00137491,0.00137491
175,14776.1,1.29604,1.61249,0.34732,0.63325,0.31006,0.33367,0.25065,1.76992,5.77616,0.38575,0.00132506,0.00132506,0.00132506
176,14859.3,1.29604,1.6018,0.34729,0.59698,0.31513,0.33377,0.25079,1.76818,5.77307,0.38548,0.0012752,0.0012752,0.0012752
177,14942.5,1.30618,1.61827,0.34909,0.60179,0.31654,0.33381,0.25075,1.76592,5.77138,0.38519,0.00122534,0.00122534,0.00122534
178,15026.1,1.29342,1.59329,0.34595,0.62515,0.31156,0.33422,0.25103,1.76546,5.76858,0.38522,0.00117549,0.00117549,0.00117549
179,15113.5,1.29423,1.58757,0.34658,0.62907,0.31119,0.33438,0.25114,1.7638,5.76883,0.38515,0.00112563,0.00112563,0.00112563
